skuagr_2,descriprod_agrp2,lineaproducto,grupo_producto,sub_grupo_1,sub_grupo_2,cobertura_contrato,perfil_terapeutico,atc,base_pbs,grupo_riesgo
12528868G5,ACIDO N ACETIL ASPARTIL GLUTAMICO (4.9%) 0.049 GR/ML  SOLUCION OFTALMICA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA OFTALMICA,P B S,OFTALMICOS,S01GX03,INCLUSION 2022,199
12623443G5,ACIDO POLIACRILICO (0.2%) 2 MG/GR  GEL OFTALMICO,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA OFTALMICA,P B S,OFTALMICOS,S01XA20,INCLUSION 2022,199
12623743G5,ACIDO POLIACRILICO (0.25%) 2.5 MG/GR  GEL OFTALMICO,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA OFTALMICA,P B S,OFTALMICOS,S01XA20,INCLUSION 2022,199
12722237G5,ACIDO RETINOICO (0.05%) 0.05 GR/100 GR  CREMA TOPICA,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA TOPICA,P B S,DERMATOLOGICOS,D10AD01,PBS 2021,199
12722251G5,ACIDO RETINOICO (0.05%) 0.05 GR/100 GR  LOCION TOPICA,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA TOPICA,P B S,DERMATOLOGICOS,D10AD01,PBS 2021,199
12879275G6,ACIDO TIOCTICO 600 MG  TABLETA   (ALFA LIPOICO),COMERCIALES 1,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,DIABETES,A10XA99,INCLUSION 2022,101
12975875G5,ACIDO TRANEXAMICO 500 MG  TABLETA,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,ANTIHEMORRAGICOS,B02AA02,PBS 2021,199
12976766G5,ACIDO TRANEXAMICO 500 MG/5ML  SOLUCION INYECTABLE,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA INYECTABLE,VENTAS IPS,ANTIHEMORRAGICOS,B02AA02,VENTAS IPS,199
13058375G5,ACIDO URSODESOXICOLICO 250 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,HEPATOLOGIA,A05AA02,INCLUSION 2022,199
13061575G5,ACIDO URSODESOXICOLICO 300 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,HEPATOLOGIA,A05AA02,INCLUSION 2022,199
13079275G5,ACIDO URSODESOXICOLICO 600 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,HEPATOLOGIA,A05AA02,INCLUSION 2022,199
13158335G5,ACIDO VALPROICO 250 MG  CAPSULA,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,ANTIEPILEPTICOS,N03AG01,PBS 2021,102
13158335G6,ACIDO VALPROICO 250 MG  CAPSULA   DEPAKENE,COMERCIALES 1,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,ANTIEPILEPTICOS,N03AG01,PBS 2021,102
13158550G5,ACIDO VALPROICO 250 MG/5ML  JARABE,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,ANTIEPILEPTICOS,N03AG01,PBS 2021,102
13158550G6,ACIDO VALPROICO 250 MG/5ML  JARABE   DEPAKENE,COMERCIALES 1,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,ANTIEPILEPTICOS,N03AG01,PBS 2021,102
13176766G5,ACIDO VALPROICO 500 MG/5ML  SOLUCION INYECTABLE,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA INYECTABLE,VENTAS IPS,ANTIEPILEPTICOS,N03AG01,VENTAS IPS,199
13266566G5,ACIDO ZOLEDRONICO 4 MG  SOLUCION INYECTABLE,GENERICOS,ALTO COSTO,MX_AP_ESP,HOSPITAL D A,P B S,REUMATOLOGIA,M05BA08,PBS 2021,199
13266966G5,ACIDO ZOLEDRONICO 4 MG/5ML  SOLUCION INYECTABLE,GENERICOS,ALTO COSTO,MX_AP_ESP,HOSPITAL D A,P B S,REUMATOLOGIA,M05BA08,PBS 2021,199
13270866G5,ACIDO ZOLEDRONICO 5 MG  SOLUCION INYECTABLE,GENERICOS,ALTO COSTO,MX_AP_ESP,HOSPITAL D A,P B S,REUMATOLOGIA,M05BA08,PBS 2021,199
13272266G5,ACIDO ZOLEDRONICO 5 MG/100ML  SOLUCION INYECTABLE,GENERICOS,ALTO COSTO,MX_AP_ESP,HOSPITAL D A,P B S,REUMATOLOGIA,M05BA08,PBS 2021,199
13383166G5,ADALIMUMAB 80 MG/0.8ML  SOLUCION INYECTABLE,GENERICOS,ALTO COSTO,MX_AP_ESP,HOSPITAL D A,P B S,REUMATOLOGIA,L04AB04,MIXTO,199
13468185G5,AFLIBERCEPT 40 MG/ML  SOLUCION INTRAVITREA,GENERICOS,ALTO COSTO,MX_AP_ESP,APLICA_FOCA,P B S,OFTALMICOS,S01LA05,INCLUSION 2022,199
13565366G5,AGALSIDASA BETA 35 MG/7ML  SOLUCION INYECTABLE,GENERICOS,ALTO COSTO,MX_AP_ESP,HOSPITAL D A,NO PBS,SISTEMA RESPIRATORO,A16AB04,NO PBS,199
13620366G5,AGUA DESTILADA   SOLUCION INYECTABLE,GENERICOS,PRIMER NIVEL,HOSPITALARIO,SOLUCIONES,P B S,MATERIALES,V07AB99,PBS 2021,199
13762839G5,AGUJA PARA PEN 31 G  (DM),GENERICOS,ALTO COSTO,INSULINAS,DM INSULINAS,P B S,DIABETES,DMDIAB,PBS 2021,101
13854875G5,ALBENDAZOL 200 MG  TABLETA,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,ANTIPARASITARIOS,P02CA03,PBS 2021,199
13868974G5,ALBENDAZOL 400 MG/ML  SUSPENSION ORAL,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,ANTIPARASITARIOS,P02CA03,PBS 2021,199
13923868G5,ALCAFTADINA (0.25%) 2.5 MG/ML  SOLUCION OFTALMICA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA OFTALMICA,P B S,OFTALMICOS,S01GX11,INCLUSION 2022,199
14020172G5,ALCOHOL ANTISEPTICO 0.7  SOLUCION TOPICA,GENERICOS,PRIMER NIVEL,HOSPITALARIO,INSUMOS,P B S,MATERIALES,MAT,PBS 2021,199
14180975G5,ALENDRONATO SODICO 70 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,REUMATOLOGIA,M05BA04,PBS 2021,199
14279975G5,ALFACETOANALOGOS 630 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,NEFROLOGIA,B05BA01,INCLUSION 2022,101
14458375G5,ALFAMETILDOPA 250 MG  TABLETA,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,CARDIOVASCULAR,C02AB01,PBS 2021,106
14475875G5,ALFAMETILDOPA 500 MG  TABLETA,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,CARDIOVASCULAR,C02AB01,PBS 2021,106
14546066G5,ALGESTONA ACETOFENIDO 150 MG + ESTRADIOL 10 MG (/ML) SOLUCION INYECTABLE,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA INYECTABLE,P B S,GINECOLOGIA,G03FA02,INCLUSION 2022,199
14653069G5,ALGINATO DE SODIO 2.94 GR/100ML  SOLUCION ORAL,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,SISTEMA DIGESTIVO,A02BX13,INCLUSION 2022,199
14755275G5,ALGINATO DE SODIO 200 MG + BICARBONATO DE SODIO 70 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,SISTEMA DIGESTIVO,A02BX13,INCLUSION 2022,199
14888057G6,ALIMENTUM   POLVO ORAL   LATA X 400 GR,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
14946566G5,ALIROCUMAB 150 MG/ML  SOLUCION INYECTABLE,GENERICOS,ALTO COSTO,MX_AP_ESP,HOSPITAL D A,P B S,CARDIOVASCULAR,C10AX14,INCLUSION 2022,101
15075166G5,ALIZAPRIDA 50 MG/2ML  SOLUCION INYECTABLE,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA INYECTABLE,P B S,CARDIOVASCULAR,C09DA04,PBS 2021,199
15138875G5,ALOPURINOL 100 MG  TABLETA,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,REUMATOLOGIA,M04AA01,PBS 2021,199
15161575G5,ALOPURINOL 300 MG  TABLETA,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,REUMATOLOGIA,M04AA01,PBS 2021,199
15230775G5,ALPRAZOLAM 0.25 MG  TABLETA,GENERICOS,PRIMER NIVEL,MXCE,MCE_FV,P B S,PSIQUIATRIA,N05BA12,PBS 2021,103
15231975G5,ALPRAZOLAM 0.5 MG  TABLETA,GENERICOS,PRIMER NIVEL,MXCE,MCE_FV,P B S,PSIQUIATRIA,N05BA12,PBS 2021,103
15232969G5,ALPRAZOLAM 0.75 MG/ML  SOLUCION ORAL,GENERICOS,PRIMER NIVEL,MXCE,MCE_FV,P B S,PSIQUIATRIA,N05BA12,PBS 2021,103
15353258G5,ALPROSTADIL 20 MCG  POLVO PARA RECONSTIT INYECTABLE,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA INYECTABLE,P B S,UROLOGIA,G04BE01,INCLUSION 2022,199
15438835G5,AMANTADINA 100 MG  CAPSULA,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,NEUROLOGIA,N04BB01,PBS 2021,102
15536775G5,AMBRISENTAN 10 MG  TABLETA,GENERICOS,ALTO COSTO,MX_AP_ESP,ACC_TERAPIA ORAL,P B S,SISTEMA RESPIRATORO,C02KX02,PBS 2021,199
15639866G5,AMIKACINA 100 MG/2ML  SOLUCION INYECTABLE,GENERICOS,PRIMER NIVEL,HOSPITALARIO,MEDICAMENTOS,P B S,ANTIINFECCIOSOS,J01GB06,PBS 2021,199
15675875G5,AMIKACINA 500 MG  TABLETA,GENERICOS,PRIMER NIVEL,HOSPITALARIO,MEDICAMENTOS,P B S,ANTIINFECCIOSOS,J01GB06,PBS 2021,199
15676566G5,AMIKACINA 500 MG/2ML  SOLUCION INYECTABLE,GENERICOS,PRIMER NIVEL,HOSPITALARIO,MEDICAMENTOS,P B S,ANTIINFECCIOSOS,J01GB06,PBS 2021,199
15846566G5,AMIODARONA 150 MG/ML  SOLUCION INYECTABLE,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA INYECTABLE,VENTAS IPS,CARDIOVASCULAR,C01BD01,VENTAS IPS,199
15854875G5,AMIODARONA 200 MG  TABLETA,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,CARDIOVASCULAR,C01BD01,PBS 2021,101
15954875G5,AMISULPRIDA 200 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,PSIQUIATRIA,C09DB04,INCLUSION 2022,103
16056875G5,AMITRIPTILINA 25 MG  TABLETA,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,PSIQUIATRIA,N06AA09,PBS 2021,103
16136775G5,AMLODIPINO 10 MG  TABLETA,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,CARDIOVASCULAR,C08CA01,PBS 2021,101
16136775G6,AMLODIPINO 10 MG  TABLETA   NORVAS,COMERCIALES 1,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,CARDIOVASCULAR,C08CA01,PBS 2021,101
16170875G5,AMLODIPINO 5 MG  TABLETA,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,CARDIOVASCULAR,C08CA01,PBS 2021,101
16170875G6,AMLODIPINO 5 MG  TABLETA   AMDIPIN,COMERCIALES 1,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,CARDIOVASCULAR,C08CA01,PBS 2021,101
16170875G7,AMLODIPINO 5 MG  TABLETA   NORVAS,COMERCIALES 2,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,CARDIOVASCULAR,C08CA01,PBS 2021,101
16743659G5,AMOXICILINA 125 MG  POLVO PARA RECONSTITUCION ORAL,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,ANTIINFECCIOSOS,J01CA04,PBS 2021,199
16758359G5,AMOXICILINA 250 MG  POLVO PARA RECONSTITUCION ORAL,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,ANTIINFECCIOSOS,J01CA04,PBS 2021,199
16775835G5,AMOXICILINA 500 MG  CAPSULA,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,ANTIINFECCIOSOS,J01CA04,PBS 2021,199
16858459G5,AMOXICILINA 250 MG + ACIDO CLAVULANICO 62.5 MG  POLVO PARA RECONSTITUCION ORAL,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,ANTIINFECCIOSOS,J01CR02,PBS 2021,199
16868759G5,AMOXICILINA 400 MG + ACIDO CLAVULANICO 57 MG  POLVO PARA RECONSTITUCION ORAL,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,ANTIINFECCIOSOS,J01CR02,PBS 2021,199
16876075G5,AMOXICILINA 500 MG + ACIDO CLAVULANICO 125 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,ANTIBIOTICOS,C08CA05,PBS 2021,199
16884175G5,AMOXICILINA 875 MG + ACIDO CLAVULANICO 125 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,ANTIINFECCIOSOS,J01CR02,PBS 2021,199
16958569G5,AMPICILINA 250 MG/5ML  SOLUCION ORAL,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,ANTIINFECCIOSOS,J01CA01,PBS 2021,199
16975835G5,AMPICILINA 500 MG  CAPSULA,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,ANTIINFECCIOSOS,J01CA01,PBS 2021,199
17033158G5,AMPICILINA 1 GR + SULBACTAM 0.5 GR  POLVO PARA RECONSTIT INYECTABLE,GENERICOS,PRIMER NIVEL,HOSPITALARIO,MEDICAMENTOS,P B S,ANTIINFECCIOSOS,J01CR01,PBS 2021,199
17133875G5,ANASTROZOL 1 MG  TABLETA,GENERICOS,ALTO COSTO,MX_AP_ESP,ACC_TERAPIA ORAL,P B S,ONCOLOGIA,L02BG03,PBS 2021,199
17278875G5,APALUTAMIDA 60 MG  TABLETA,GENERICOS,ALTO COSTO,MX_AP_ESP,ACC_TERAPIA ORAL,NO PBS,ONCOLOGIA,L02BB05,NO PBS,199
17352075G5,APIXABAN 2.5 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,CARDIOVASCULAR,B01AF02,MIXTO,101
17370875G5,APIXABAN 5 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,CARDIOVASCULAR,B01AF02,MIXTO,101
17436233G5,AQUACEL AG EXTRA 10 CM X 10 MT  (APOSITOS),GENERICOS,PRIMER NIVEL,DISPOSITIVOS,APOSITOS,VENTAS IPS,MATERIALES,DM,VENTAS IPS,199
17444733G5,AQUACEL AG EXTRA 15 CM X 15 CM  (APOSITOS),GENERICOS,PRIMER NIVEL,DISPOSITIVOS,APOSITOS,VENTAS IPS,MATERIALES,DM,VENTAS IPS,199
17454333G5,AQUACEL AG EXTRA 20 X 30  (APOSITOS),GENERICOS,PRIMER NIVEL,DISPOSITIVOS,APOSITOS,VENTAS IPS,MATERIALES,DM,VENTAS IPS,199
17472533G5,AQUACEL AG EXTRA 5 X 5  (APOSITOS),GENERICOS,PRIMER NIVEL,DISPOSITIVOS,APOSITOS,VENTAS IPS,MATERIALES,DM,VENTAS IPS,199
17588257G6,ARGIPROT   POLVO ORAL   SOBRE X 16.3 GR,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
17688357G6,ARGITEIN   POLVO ORAL   SOBRE X 15 GR,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
17745169G5,ARIPIPRAZOL 15 MG  SOLUCION ORAL,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,PSIQUIATRIA,N05AX12,PBS 2021,103
17745175G5,ARIPIPRAZOL 15 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,PSIQUIATRIA,N05AX12,PBS 2021,103
17874175G5,ATENOLOL 50 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,CARDIOVASCULAR,C07AB03,INCLUSION 2022,199
17936775G5,ATOMOXETINA 10 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,PSIQUIATRIA,N06BA09,INCLUSION 2024,199
17948975G5,ATOMOXETINA 18 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,PSIQUIATRIA,N06BA09,INCLUSION 2024,199
17956875G5,ATOMOXETINA 25 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,PSIQUIATRIA,N06BA09,INCLUSION 2024,199
17967475G5,ATOMOXETINA 40 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,PSIQUIATRIA,N06BA09,INCLUSION 2024,199
18036775G5,ATORVASTATINA 10 MG  TABLETA,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,CARDIOVASCULAR,C10AA05,PBS 2021,101
18053475G5,ATORVASTATINA 20 MG  TABLETA,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,CARDIOVASCULAR,C10AA05,PBS 2021,101
18067475G5,ATORVASTATINA 40 MG  TABLETA,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,CARDIOVASCULAR,C10AA05,PBS 2021,101
18082875G5,ATORVASTATINA 80 MG  TABLETA,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,CARDIOVASCULAR,C10AA05,PBS 2021,101
18125468G5,ATROPINA (1%) 10 MG/ML  SOLUCION OFTALMICA,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA OFTALMICA,P B S,OFTALMICOS,S01FA01,PBS 2021,199
18133866G5,ATROPINA 1 MG  SOLUCION INYECTABLE,GENERICOS,PRIMER NIVEL,HOSPITALARIO,MEDICAMENTOS,P B S,SISTEMA DIGESTIVO,A03BA01,PBS 2021,199
18231758G5,AVIBACTAM 0.5 GR + CEFTAZIDIMA 2 GR  POLVO PARA RECONSTIT INYECTABLE,GENERICOS,PRIMER NIVEL,HOSPITALARIO,HOSPITALARIO,NO PBS,ANTIINFECCIOSOS,J01DD53,NO PBS,106
18338858G5,AZACITIDINA 100 MG  POLVO PARA RECONSTIT INYECTABLE,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA INYECTABLE,P B S,ONCOLOGIA,L01BC07,INCLUSION 2022,199
18474175G5,AZATIOPRINA 50 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,REUMATOLOGIA,L04AX01,PBS 2021,199
18555559G5,AZITROMICINA 200 MG/5ML  POLVO PARA RECONSTITUCION ORAL,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,ANTIINFECCIOSOS,J01FA10,MIXTO,199
18575875G5,AZITROMICINA 500 MG  TABLETA,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,ANTIINFECCIOSOS,J01FA10,MIXTO,199
18633858G5,AZTREONAM 1 MG  POLVO PARA RECONSTIT INYECTABLE,GENERICOS,PRIMER NIVEL,HOSPITALARIO,MEDICAMENTOS,VENTAS IPS,ANTIINFECCIOSOS,J01DF01,VENTAS IPS,199
18751369G5,BACILLUS CLAUSII 2.000 UI/ML  SOLUCION ORAL,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,SISTEMA DIGESTIVO,A07FA03,INCLUSION 2022,199
18767269G5,BACILLUS CLAUSII 4.000 UI/ML  SOLUCION ORAL,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,SISTEMA DIGESTIVO,A07FA03,INCLUSION 2022,199
18836775G5,BACLOFENO 10 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,MEDICINA DEL DOLOR,M03BX01,INCLUSION 2022,199
18966575G5,BARICITINIB 4 MG  TABLETA,GENERICOS,ALTO COSTO,MX_AP_ESP,ACC_TERAPIA ORAL,P B S,REUMATOLOGIA,L04AA37,INCLUSION 2022,199
19040234G5,BARRERA DE COLOSTOMIA 100 MM  (DMC),GENERICOS,ALTO COSTO,DISPOSITIVOS,KIT COLOSTOMIA,P B S,KIT COLOSTOMIA,DMCOL,PBS 2021,199
19063734G5,BARRERA DE COLOSTOMIA 32 MM  (DMC),GENERICOS,ALTO COSTO,DISPOSITIVOS,KIT COLOSTOMIA,P B S,KIT COLOSTOMIA,DMCOL,PBS 2021,199
19077734G5,BARRERA DE COLOSTOMIA 57 MM  (DMC),GENERICOS,ALTO COSTO,DISPOSITIVOS,KIT COLOSTOMIA,P B S,KIT COLOSTOMIA,DMCOL,PBS 2021,199
19081134G5,BARRERA DE COLOSTOMIA 70 MM  (DMC),GENERICOS,ALTO COSTO,DISPOSITIVOS,KIT COLOSTOMIA,P B S,KIT COLOSTOMIA,DMCOL,PBS 2021,199
19157947G5,BECLOMETASONA 250 MCG  INHALADOR BUCAL,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA RESPIRATORIA,P B S,SISTEMA RESPIRATORO,R01AD01,PBS 2021,199
19157947G6,BECLOMETASONA 250 MCG  INHALADOR BUCAL   FORTE MK,COMERCIALES 1,PRIMER NIVEL,MX_NIVEL_1,TERAPIA RESPIRATORIA,P B S,SISTEMA RESPIRATORO,R01AD01,PBS 2021,199
19173447G5,BECLOMETASONA 50 MCG  INHALADOR BUCAL,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA RESPIRATORIA,P B S,SISTEMA RESPIRATORO,R01AD01,PBS 2021,199
19173448G5,BECLOMETASONA 50 MCG  INHALADOR NASAL,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA RESPIRATORIA,P B S,SISTEMA RESPIRATORO,R01AD01,PBS 2021,199
19238547G5,BECLOMETASONA 100 MCG + FORMOTEROL 6 MCG  INHALADOR BUCAL,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA RESPIRATORIA,P B S,SISTEMA RESPIRATORO,R03AK07,INCLUSION 2022,199
19360672G5,BENCILO BENZOATO 30 GR/100ML  SOLUCION TOPICA,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA TOPICA,P B S,DERMATOLOGICOS,P03AX01,PBS 2021,199
19474475G5,BENSERAZIDA 50 MG + LEVODOPA 200 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,NEUROLOGIA,N04BA02,INCLUSION 2022,102
19525568G5,BEPOTASTINA BESILATO (1.5%) 15 MG/ML  SOLUCION OFTALMICA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA OFTALMICA,P B S,OFTALMICOS,S01GX15,INCLUSION 2022,199
19647175G5,BETAHISTINA 16 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,V RTIGO,N07CA01,INCLUSION 2022,199
19656175G5,BETAHISTINA 24 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,V RTIGO,N07CA01,INCLUSION 2022,199
19682375G5,BETAHISTINA 8 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,V RTIGO,N07CA01,INCLUSION 2022,199
19767066G5,BETAMETASONA 4 MG/ML  SOLUCION INYECTABLE,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA INYECTABLE,P B S,CORTICOESTEROIDES,H02AB01,PBS 2021,199
19782466G5,BETAMETASONA 8 MG/2ML  SOLUCION INYECTABLE,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA INYECTABLE,P B S,CORTICOESTEROIDES,H02AB01,PBS 2021,199
19832080G5,BETAMETASONA 0.5 MG + CALCIPOTRIOL 0.05 MG (/100 GR) UNGUENTO TOPICO,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA TOPICA,P B S,DERMATOLOGICOS,D05AX52,INCLUSION 2022,199
19995537G5,BETAMETASONA (0.04%)  0.04 GR + CLOTRIMAZOL (0.1%) 1 GR + NEOMICINA (0.05%) 0.5 GR (/100 GR)  CREMA TOPICA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA TOPICA,P B S,DERMATOLOGICOS,D07CC01,PBS 2021,199
20060066G5,BETAMETASONA FOSFATO 3 MG + BETAMETASONA ACETATO 3 MG (/ML) SOLUCION INYECTABLE,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA INYECTABLE,P B S,CORTICOESTEROIDES,H02AB01,PBS 2021,199
20097366G5,BETAMETASONA FOSFATO 2 MG + BETAMETASONA ACETATO 5 MG (/ML) SOLUCION INYECTABLE,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA INYECTABLE,P B S,CORTICOESTEROIDES,H02AB01,PBS 2021,199
20129975G5,BETAMETILDIGOXINA 0.1 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,CARDIOVASCULAR,C01AA08,PBS 2021,101
20130466G5,BETAMETILDIGOXINA 0.2 MG/ML  SOLUCION INYECTABLE,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA INYECTABLE,P B S,CARDIOVASCULAR,C01AA08,PBS 2021,199
20132369G5,BETAMETILDIGOXINA 0.6 MG/ML  SOLUCION ORAL,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,CARDIOVASCULAR,C01AA08,PBS 2021,199
20239966G5,BEVACIZUMAB 100 MG/4ML  SOLUCION INYECTABLE,GENERICOS,ALTO COSTO,MX_AP_ESP,HOSPITAL D A,P B S,ONCOLOGIA,L01XC07,INCLUSION 2022,199
20345975G5,BICALUTAMIDA 150 MG  TABLETA,GENERICOS,ALTO COSTO,MX_AP_ESP,ACC_TERAPIA ORAL,P B S,ONCOLOGIA,L02BB03,PBS 2021,199
20374175G5,BICALUTAMIDA 50 MG  TABLETA,GENERICOS,ALTO COSTO,MX_AP_ESP,ACC_TERAPIA ORAL,P B S,ONCOLOGIA,L02BB03,PBS 2021,199
